Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Yleiset tutkimusmäärärahat. TT;Central Finland Healthcare District;Treating Rheumatoid Arthritis to Target: Are Recommendations met? A Multinational Study of Patients with Rheumatoid Arthritis who Receive Usual Care in 33 Countries;Sokka-Isler, Tuulikki;139247;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;Finnish Cancer Registry;Self-sampling in cervical cancer screening;Anttila, Ahti;139622;08.09.2010;01.01.2011 - 31.12.2014;221.129
Yleiset tutkimusmäärärahat. TT;Finnish Institute for Health and Welfare;Between-strain competition in Streptococcus pneumoniae;Auranen, Kari;138068;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;Finnish Institute for Health and Welfare;Moisture damaged homes, environmental microbes and development of immune system, allergies and asthma in childhood: a birth-cohort study;Pekkanen, Juha;139021;08.09.2010;01.01.2011 - 31.12.2014;400.003
Yleiset tutkimusmäärärahat. TT;Finnish Institute for Health and Welfare;Prospective study on determinants of patients' suitability for short- vs. long-term psychotherapy;Knekt, Paul;138876;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;Finnish Institute for Health and Welfare;The Application of 'Omics' to Public Health Epidemiology: Prospective Analysis of the FINRISK 1997 Cohort;Salomaa, Veikko;139635;08.09.2010;01.01.2011 - 31.12.2014;399.999
Yleiset tutkimusmäärärahat. TT;Helsinki University Central Hospital;Search for the origin of civilization diseases  -Resolving the enigma of the allergy and depression epidemics;Haahtela, Tari;138932;08.09.2010;01.01.2011 - 31.12.2013;192.962
Yleiset tutkimusmäärärahat. TT;Helsinki University Central Hospital;Vascular grafting of topical cell sheet therapy in cardiac failure;Harjula, Ari;138494;08.09.2010;01.01.2011 - 31.12.2012;200.000
Yleiset tutkimusmäärärahat. TT;Samfundet folkhälsan;Microglial dysfunction in progressive myoclonus epilepsy, EPM1;Lehesjoki, Anna-Elina;137950;08.09.2010;01.01.2011 - 31.12.2014;400.006
Yleiset tutkimusmäärärahat. TT;Samfundet folkhälsan;Migraine-epilepsy co-morbidity: Rare variants as a tool for identification of   susceptibility genes;Wessman, Maija;139795;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;Samfundet folkhälsan;Muscular dystrophy -- molecular pathophysiology of titin mutations and translational medicine;Udd, Bjarne;138491;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;Tampere University Hospital;Mechanisms and prevention of secondary brain injury in subarachnoidal hemorrhage - from bench to bedside / Consortium: SpareBrain;Tenhunen, Jyrki;138402;08.09.2010;01.01.2011 - 31.12.2013;249.999
Yleiset tutkimusmäärärahat. TT;Tampere University of Technology -2018;Mechanism of Nanoparticle Gene Delivery:  Detection and Characterization of the nanoparticles and their Transport Mechanisms (MENDEL);Vuorimaa-Laukkanen, Elina;140357;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;Turku University Hospital;A National, Prospective, Randomized, Multicenter, Controlled Head-to-Head Comparison of Bioactive Glass and Beeta-Tricalcium Phosphate as Bone Graft Substitute in Filling of Contained Bone Defects;Aro, Hannu;139654;08.09.2010;01.01.2011 - 31.12.2012;194.860
Yleiset tutkimusmäärärahat. TT;University of Eastern Finland;Alphavirus-induced oncolysis of glioma in immune competent mice: Development of sensitive biomarkers and their use in immunosuppressive combination therapies;Hinkkanen, Ari Erland;137958;08.09.2010;01.01.2011 - 31.12.2014;399.998
Yleiset tutkimusmäärärahat. TT;University of Eastern Finland;Finnish Vitamin D Trial (FIND);Hantunen, Sari Laura Maarit;137826;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;University of Eastern Finland;Heat shock protein 70 therapy in autophagy-mediated proteolysis in human retinal pigment epithelial cells;Kaarniranta, Kai;139567;08.09.2010;01.01.2011 - 31.12.2013;300.000
Yleiset tutkimusmäärärahat. TT;University of Eastern Finland;Oxidative metabolism of xenobiotics and generation of reactive intermediates ¿ CYP2A6 as a model;Raunio, Hannu;137589;08.09.2010;01.01.2011 - 31.12.2014;306.309
Yleiset tutkimusmäärärahat. TT;University of Helsinki;BMP inhibitor proteins in the pathogenesis of lung diseases;Koli, Katri;137754;08.09.2010;01.01.2011 - 31.12.2014;400.003
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Genome-wide androgen receptor biology and SUMOylation: regulation of metabolism and cancer development;Jänne, Olli;138500;08.09.2010;01.01.2011 - 31.12.2013;299.998
Yleiset tutkimusmäärärahat. TT;University of Helsinki;MINOPTIC - A prospective, double-masked, placebo-controlled study on efficacy and safety of minocycline in the treatment of optic neuritis;Kivelä, Tero;139673;08.09.2010;01.01.2011 - 31.12.2014;264.443
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Mechanisms underpinning virus interactions with host cells;Butcher, Sarah;139178;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Modulation of TGF-beta targeting by latent TGF-beta binding proteins (LTBPs);Keski-Oja, Jorma K;139236;08.09.2010;01.01.2011 - 31.12.2014;399.997
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Respiratory epithelium in allergy;Renkonen, Risto;139428;08.09.2010;01.01.2011 - 31.12.2014;400.004
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Role of Kaposi sarcoma herpesvirus-induced cellular reprogramming in cancer development;Ojala, Päivi;138460;08.09.2010;01.01.2011 - 31.12.2014;399.997
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Sleep and neural plasticity: implications for regulation of sleep and aging;Stenberg, Tarja;137575;08.09.2010;01.01.2011 - 31.12.2013;264.153
Yleiset tutkimusmäärärahat. TT;University of Helsinki;TRPA1 ion channel in peripheral neuropathy, central pain hypersensitivity and neurogenic inflammation;Pertovaara, Antti;137795;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;University of Helsinki;Ubiquitin specific protease 14 in synaptic signaling;Korhonen, Laura T;137798;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;University of Oulu;Cell-matrix interplay in health and disease;Pihlajaniemi, Taina;138866;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;University of Oulu;Genes, environmental exposures and adult-onset asthma;Jaakkola, Maritta;138691;08.09.2010;01.01.2011 - 30.06.2014;258.810
Yleiset tutkimusmäärärahat. TT;University of Oulu;Regulation of ovarian development and function ¿ physiological models and clinical applications;Tapanainen, Juha;137644;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;University of Oulu;Vitamin D and metabolic health: The Northern Finland Birth Cohort (NFBC) Programme;Järvelin, Marjo-Riitta;139900;08.09.2010;01.01.2011 - 31.03.2015;399.999
Yleiset tutkimusmäärärahat. TT;University of Tampere -2018;Mechanisms and prevention of secondary brain injury in subarachnoidal hemorrhage - from bench to bedside / Consortium: SpareBrain;Narkilahti, Susanna;139345;08.09.2010;01.01.2011 - 31.12.2013;250.001
Yleiset tutkimusmäärärahat. TT;University of Tampere -2018;New tools to combat tuberculosis;Rämet, Mika;139225;08.09.2010;01.01.2011 - 31.12.2014;399.999
Yleiset tutkimusmäärärahat. TT;University of Tampere -2018;Regulation of proinflammatory gene expression by MAP kinase pathways: MAP kinase phosphatases as a novel drug target;Moilanen, Eeva;139479;08.09.2010;01.01.2011 - 31.12.2014;399.998
Yleiset tutkimusmäärärahat. TT;University of Turku;Gonadotrophin receptors as models for the functional significance of G protein coupled receptor dimerisation;Huhtaniemi, Ilpo Tapani;137848;08.09.2010;01.01.2011 - 31.12.2014;400.000
Yleiset tutkimusmäärärahat. TT;University of Turku;Molecular mechanisms of human lymphocyte  differentiation to functionally distinct subsets;Lahesmaa, Riitta Liisa Maria;140019;08.09.2010;01.01.2011 - 31.12.2014;399.998
Yleiset tutkimusmäärärahat. TT;University of Turku;Molecular mechanisms of skin cancer progression and invasion;Kähäri, Veli-Matti;137687;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;University of Turku;Novel Signaling Mechanisms of ErbB Receptors in Cancer;Elenius, Klaus;137845;08.09.2010;01.01.2011 - 31.12.2014;399.999
Yleiset tutkimusmäärärahat. TT;University of Turku;Pre-receptor regulation of nuclear receptor signaling by Hydroxysteroid (17beta) dehydrogenases (HSD17Bs): Novel targets for hormonal therapies;Poutanen, Matti;138561;08.09.2010;01.01.2011 - 31.12.2014;399.999
Yleiset tutkimusmäärärahat. TT;University of Turku;The Role of Osteoblasts in the Hematopoietic Stem Cell and Cancer Niches in the Bone Marrow;Kiviranta, Riku;139165;08.09.2010;01.01.2011 - 31.12.2014;400.002
Yleiset tutkimusmäärärahat. TT;University of Turku;Towards proper estimation of drug effectiveness: application of causal models to control for confounding;Huupponen, Risto Kalevi;138255;08.09.2010;01.01.2011 - 31.12.2014;399.997
Yleiset tutkimusmäärärahat. TT;University of Turku;Transcriptional regulation of plasma cell differentiation;Lassila, Olli;137607;08.09.2010;01.01.2011 - 31.12.2014;400.001
Yleiset tutkimusmäärärahat. TT;VTT Technical Research Centre of Finland;Mitosis targeting microRNAs and cancer;Kallio, Marko;137468;08.09.2010;01.01.2011 - 31.12.2013;299.998
Yleiset tutkimusmäärärahat/Uusien proteiinien ja proteiinikompleksien toimintamekanismit BY;University of Eastern Finland;Functional mechanisms of ABHD6 and ABHD12 as regulators of the endocannabinoid-CB1 receptor signaling complex;Laitinen, Jarmo;139620;14.09.2010;01.01.2011 - 31.12.2013;520.499
Yleiset tutkimusmäärärahat/Uusien proteiinien ja proteiinikompleksien toimintamekanismit BY;University of Helsinki;Protein Splicing: Mechanism, Evolution and Tools in Structural Cellular Biology;Iwai, Hideo;137995;14.09.2010;01.01.2011 - 31.12.2014;590.630
Yleiset tutkimusmäärärahat/Uusien proteiinien ja proteiinikompleksien toimintamekanismit BY;University of Helsinki;Regulation of the actin cytoskeleton - plasma membrane interplay by I-BAR domain proteins;Lappalainen, Pekka;137946;14.09.2010;01.01.2011 - 31.12.2014;503.049
Yleiset tutkimusmäärärahat/Uusien proteiinien ja proteiinikompleksien toimintamekanismit BY;University of Jyväskylä;New strategies for detection of conformational changes of proteins in real time;Ihalainen, Janne;138063;14.09.2010;01.01.2011 - 31.12.2014;595.340
Yleiset tutkimusmäärärahat/Uusien proteiinien ja proteiinikompleksien toimintamekanismit BY;University of Turku;Molecular mechanisms regulating protein phosphatase 2A (PP2A) complex assembly;Westermarck, Jukka;138963;14.09.2010;01.01.2011 - 31.12.2013;602.850
Yleiset tutkimusmäärärahat/avaruus- ja tähtitieteen tutkimusinfrastruktuureja hyödyntävä tutkimus LT;Finnish Meteorological Institute;Middle atmosphere dynamics and chemistry in climate change (MIDAT);Kyrölä, Erkki;134325;29.09.2009;01.01.2010 - 31.12.2013;427.003
Yleiset tutkimusmäärärahat/avaruus- ja tähtitieteen tutkimusinfrastruktuureja hyödyntävä tutkimus LT;University of Helsinki;Initial stages of star formation - Research utilising ESO's radio telescopes and advanced modelling;Harju, Jorma;132291;29.09.2009;01.01.2010 - 31.12.2013;573.003
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;MTT Agrifood Research Finland;Genomic response to drought in a natural laboratory;Schulman, Alan;134079;17.11.2009;01.01.2010 - 31.12.2013;558.680
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Helsinki;MOLECULAR MECHANISMS AFFECTING SYMBIOTIC EFFECTIVENESS IN RHIZOBIUM - LEGUME SYMBIOSES (SYMBEF);Lindström, Kristina;132544;17.11.2009;01.01.2010 - 31.12.2013;613.690
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Helsinki;Studying pathogen evolution: from molecules to metapopulations;Laine, Anna-Liisa;133499;17.11.2009;01.01.2010 - 31.12.2013;529.230
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Helsinki;The glanville fritillary butterfly genome and population genomics;Hanski, Ilkka A;133132;17.11.2009;01.01.2010 - 31.12.2013;511.281
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Jyväskylä;Genetics and genomics plastic traits important in adaptation to seasonally varying environments: a candidate gene approach combined with genome-wide analyses.;Hoikkala, Anneli;132619;17.11.2009;01.01.2010 - 31.12.2013;414.719
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Jyväskylä;Neurogenetics of reproductive strategies in natural populations;Mappes, Tapio;132190;17.11.2009;01.01.2010 - 31.12.2013;270.070
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Oulu;Genetics of adaptive trait variation in Arabidopsis lyrata: does evolution repeat itself?;Savolainen, Outi;132611;17.11.2009;01.01.2010 - 31.12.2013;514.070
Yleiset tutkimusmäärärahat/ekologisen ja evolutiivisen genomiikan tutkimus BY;University of Turku;Molecular mechanisms of thermal adaptive responses in stickleback fishes;Primmer, Craig;133875;17.11.2009;01.01.2010 - 31.12.2013;656.781
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;Aalto University;Studying the materials properties of wood to optimize its deformation / Consortium: WoodMat;Alava, Mikko;138755;17.09.2010;01.01.2011 - 31.12.2014;185.751
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;Aalto University;Sustainable thermoelectric materials for energy conversion at room temperature and below / Consortium: thermic;Tittonen, Ilkka;140009;17.09.2010;01.01.2011 - 31.12.2013;400.003
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;Centre for Metrology and Accreditation;Sustainable thermoelectric materials for energy conversion at room temperature and below / Consortium: thermic;Manninen, Antti;140043;17.09.2010;01.01.2011 - 31.12.2013;276.129
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;Tampere University of Technology -2018;Energy Efficient Digital Hydraulic Hybrid Machines;Linjama, Matti;139540;17.09.2010;01.01.2011 - 31.12.2014;375.631
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;Tampere University of Technology -2018;Wood behavior in mechanical pulping / Consortium: WoodMat;Halttunen, Jouko Elias;140462;17.09.2010;01.01.2011 - 01.09.2015;218.940
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;VTT Technical Research Centre of Finland;Sustainable thermoelectric materials for energy  conversion at room temperature and below / Consortium: thermic;Seppä, Heikki;140431;17.09.2010;01.01.2011 - 31.12.2013;325.901
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;VTT Technical Research Centre of Finland;Wood fatigue phenomena and optimization in mechanical pulping / Consortium: WoodMat;Salminen, Lauri;138623;17.09.2010;01.01.2011 - 31.12.2014;290.690
Yleiset tutkimusmäärärahat/energiatehokkuuden tutkimus LT;Åbo Akademi University;Energy Efficient Digital Hydraulic Hybrid Machines / Consortium: EDiHy;Boström, Pontus Johannes;140003;17.09.2010;01.01.2011 - 31.12.2014;326.962
Yleiset tutkimusmäärärahat/konetekniikan tutkimus LT;Aalto University;Biomimetic water lubrication / Consortium: BIOWAL;Kuosmanen, Petri;133672;29.09.2009;01.01.2010 - 31.12.2012;393.000
Yleiset tutkimusmäärärahat/konetekniikan tutkimus LT;Aalto University;Programmable and Spatially Multi-scale Self-assembly of Microcomponents / Consortium: MUSA;Lipsanen, Harri;133806;29.09.2009;01.01.2010 - 31.12.2013;307.002
Yleiset tutkimusmäärärahat/konetekniikan tutkimus LT;Aalto University;Programmable and Spatially Multi-scale Self-assembly of Microcomponents / Consortium: MUSA;Zhou, Quan;134206;29.09.2009;01.01.2010 - 31.12.2013;307.002
Yleiset tutkimusmäärärahat/konetekniikan tutkimus LT;Aalto University;Wave breaking excitation;Matusiak, Jerzy;133109;29.09.2009;01.01.2010 - 31.12.2012;356.999
Yleiset tutkimusmäärärahat/konetekniikan tutkimus LT;Lappeenranta-Lahti University of Technology LUT;Novel methods in heavy duty robots and manipulators / Consortium: ViDIMS;Handroos, Heikki;132564;29.09.2009;01.01.2010 - 31.12.2012;353.000
